IdVenta,Fecha,Vendedor,IdProducto,Cantidad,Precio Unitario,Importe
167,2026-08-03,3,21,1,3254.05,3254.05
168,2026-06-29,7,32,12,17604.33,211251.96
169,03/06/2026,2,16,3,14564.44,43693.32
170,2026-08-28,6,15,6,2160.98,12965.88
171,17/06/2026,3,33,4,2992.41,11969.64
172,2026-01-24,99,5,12,1625.48,19505.76
173,09/09/2025,3,29,4,10609.76,42439.04
174,2025-12-02,6,30,4,16255.30,65021.20
175,25/01/2026,4,7,1,2715.46,2715.46
176,2026-02-13,7,3,2,3901.54,$ 7803.08
177,2025-12-27,,13,1,2977.41,2977.41
178,2026-07-29,8,12,1,1238.51,1238.51
179,2025-09-26,6,19,4,6209.36,24837.44
180,2026-03-26,7,19,4,5873.94,23495.76
181,23/03/2026,10,20,2,856.09,1712.18
182,28/03/2026,3,10,12,2329.69,27956.28
183,2025-11-08,3,37,1,2108.40,2108.40
184,2025-10-08,4,13,1,2948.66,2948.66
185,2025-10-08,5,22,1,2343.00,2343.00
186,15/08/2026,11,5,12,1612.02,19344.24
187,20/03/2026,7,26,4,3740.59,14962.36
188,2026-01-04,7,10,3,2231.75,6695.25
189,2026-03-18,4,12,3,1411.94,4235.82
190,2025-11-06,2,9,2,1991.21,3982.42
191,2026-06-13,4,15,1,2134.91,2134.91
192,2026-07-16,9,27,4,4218.83,16875.32
193,7/7/2026,4,7,3,2706.92,8120.76
194,2026-05-08,6,8,1,5866.09,5866.09
195,31/10/2025,,33,1,3204.22,3204.22
196,20/09/2025,11,30,12,15977.13,$ 191725.56
197,2026-02-11,4,9,12,2019.67,24236.04
198,2025-11-15,1,2,2,1270.74,2541.48
199,2026-06-23,7,4,3,2362.02,$ 7086.06
200,2026-01-20,4,28,1,13246.79,13246.79
201,2026-06-12,9,33,2,3129.18,6258.36
202,2025-09-06,11,11,1,3696.52,3696.52
203,2025-12-16,5,12,3,1259.49,3778.47
204,2026-07-12,7,15,1,2279.01,2279.01
205,12/08/2026,1,36,12,3703.29,44439.48
206,2026-07-06,1,16,1,14546.13,14546.13
207,08/12/2025,12,7,3,2797.16,8391.48
208,15/06/2026,3,25,2,2902.89,5805.78
209,3/6/2026,8,30,2,16761.58,33523.16
210,2025-10-06,12,15,1,2011.00,$ 2011.00
211,2026-03-03,5,10,1,2406.32,2406.32
212,2026-07-13,8,4,1,2172.18,2172.18
213,2025-10-05,12,12,1,1352.25,1352.25
214,2025-12-01,3,25,1,2731.70,2731.70
215,13/04/2026,2,8,12,5952.39,71428.68
216,2025-10-02,1,21,1,3434.52,3434.52
217,30/11/2025,10,24,2,1588.36,3176.72
218,2026-03-12,1,33,2,3156.48,6312.96
219,06/04/2026,,1,3,5011.55,15034.65
220,2025-10-12,8,13,2,2942.64,5885.28
221,26/01/2026,2,1,2,5274.15,10548.30
222,2026-03-18,12,10,2,2217.07,4434.14
223,21/04/2026,10,32,12,17239.21,206870.52
224,2026-05-18,4,35,4,2495.44,9981.76
225,2025-09-30,1,23,2,4146.45,8292.90
226,05/08/2026,10,39,4,1677.02,6708.08
227,2026-02-26,4,26,1,3610.65,3610.65
228,2026-08-30,3,37,1,2057.57,2057.57
229,21/05/2026,7,21,1,3143.66,3143.66
230,2026-01-29,7,35,12,2578.91,30946.92
231,2026-02-23,8,11,2,3564.64,7129.28
232,2026-08-30,5,22,2,2412.89,4825.78
233,2026-06-08,7,18,4,2835.65,11342.60
234,18/10/2025,10,9,12,1916.48,22997.76
235,2026-05-04,4,29,2,10370.10,20740.20
236,2026-04-04,12,36,1,3719.27,$ 3719.27
237,13/9/2025,5,29,1,9669.83,9669.83
238,2026-08-02,12,34,2,6499.51,12999.02
239,20/11/2025,2,15,1,2258.90,2258.90
240,24/02/2026,10,4,12,2314.74,$ 27776.88
241,2026-06-24,7,29,3,9744.40,29233.20
242,2026-06-06,7,8,2,5723.61,11447.22
243,2025-11-13,99,7,1,2875.53,2875.53
244,2025-11-08,3,4,1,2096.05,2096.05
245,19/07/2026,12,16,6,14141.87,84851.22
246,2026-08-03,2,19,2,5845.50,11691.00
247,30/06/2026,2,30,6,16926.36,101558.16
248,2025-12-13,12,8,4,5481.30,21925.20
249,2026-07-12,2,17,6,1685.91,10115.46
250,18/2/2026,5,6,6,968.84,5813.04
251,2026-04-22,12,40,6,4158.53,24951.18
252,24/09/2025,7,28,1,13364.93,13364.93
253,2026-06-06,12,38,1,3336.44,3336.44
254,2025-09-08,4,1,1,5058.23,5058.23
255,2026-04-06,12,21,6,3235.55,19413.30
256,2026-08-11,7,16,3,14233.47,42700.41
257,2026-07-24,11,31,2,6528.73,13057.46
258,2026-02-25,1,999,2,962.89,1925.78
259,2025-10-16,8,17,2,1781.81,3563.62
260,2026-07-18,99,28,1,13624.35,13624.35
261,2026-06-11,3,26,1,4060.02,4060.02
262,2025-12-05,6,6,1,1029.32,1029.32
263,2025-10-06,10,2,3,1377.66,4132.98
264,18/05/2026,5,35,4,2295.60,9182.40
265,2025-12-01,11,1,6,4629.78,27778.68
266,2026-06-08,7,39,1,1820.17,1820.17
267,2026-08-12,1,24,1,1499.84,1499.84
268,2025-09-30,9,17,2,1652.40,$ 3304.80
269,2026-06-21,2,11,1,3543.80,3543.80
270,2026-08-18,7,28,2,13815.61,27631.22
271,2026-06-19,5,23,1,3918.20,3918.20
272,2026-01-27,3,10,2,2382.69,4765.38
273,2026-04-23,11,14,1,7126.24,7126.24
274,2025-11-06,2,27,3,4350.63,13051.89
275,2025-12-11,11,20,3,791.27,2373.81
276,2025-12-02,12,13,6,3252.98,19517.88
277,2026-05-25,,34,4,6089.03,24356.12
278,2026-06-25,3,34,1,5852.70,5852.70
279,2025-10-31,12,36,3,3497.63,10492.89
280,8/4/2026,7,17,3,1765.37,5296.11
281,21/06/2026,7,21,3,3231.53,9694.59
282,19/08/2026,12,14,1,6809.18,6809.18
283,27/02/2026,9,18,6,3059.22,18355.32
284,2026-01-24,9,38,1,3556.62,3556.62
285,2026-04-18,10,31,1,6614.62,6614.62
286,2025-10-14,7,40,2,4047.84,8095.68
287,2026-08-03,3,37,4,1913.36,7653.44
288,2026-07-13,2,29,6,9415.57,56493.42
289,20/10/2025,10,4,12,2081.73,24980.76
290,2025-11-22,2,32,6,17117.25,102703.50
291,2025-10-04,9,16,4,14619.44,58477.76
292,15/8/2026,1,4,12,2209.60,26515.20
293,2025-12-10,5,4,4,2273.14,9092.56
294,2026-02-07,11,28,4,12957.78,51831.12
295,22/2/2026,9,19,3,6387.17,19161.51
296,2026-08-11,1,1,1,5270.26,5270.26
297,2026-01-09,7,18,1,2790.65,2790.65
298,2026-06-21,4,21,12,3371.28,40455.36
299,2026-05-27,11,18,1,3003.56,3003.56
300,2026-08-21,,28,6,13259.48,79556.88
301,2025-11-14,1,35,1,2556.91,2556.91
302,2026-08-01,11,1,2,4975.58,9951.16
303,2026-03-01,5,8,1,5643.47,5643.47
304,5/6/2026,5,37,3,2046.73,6140.19
305,2026-08-04,7,27,2,4101.37,8202.74
306,2026-06-26,11,29,1,9828.29,9828.29
307,2026-04-07,8,13,1,3107.04,3107.04
308,2026-01-08,9,3,12,4307.18,51686.16
309,02/06/2026,3,10,12,2403.75,28845.00
310,2025-11-17,,17,3,1626.55,4879.65
311,2026-01-30,1,7,1,2734.82,2734.82
312,2026-04-25,7,13,4,3064.01,12256.04
313,04/01/2026,8,18,6,2858.74,17152.44
314,2026-06-19,8,28,6,12655.82,75934.92
315,2026-01-18,4,14,2,7503.21,15006.42
316,2025-09-07,9,11,2,3755.93,7511.86
317,01/04/2026,9,2,2,1409.06,2818.12
318,2025-10-01,5,7,1,2663.19,2663.19
319,2025-10-20,8,23,3,3955.92,11867.76
320,2026-05-04,2,26,3,3684.62,11053.86
321,08/04/2026,11,13,2,2930.52,5861.04
322,2025-12-09,7,8,12,5491.55,65898.60
323,2025-12-12,3,37,2,2041.96,4083.92
324,2026-05-12,7,35,6,2493.03,14958.18
325,2025-12-12,9,29,2,9579.88,19159.76
326,20/10/2025,7,12,2,1348.25,2696.50
327,13/07/2026,11,33,3,2973.94,8921.82
328,2026-01-04,9,30,1,16246.54,16246.54
329,2025-09-26,2,31,6,6655.01,39930.06
330,2025-11-27,9,10,2,2500.39,5000.78
331,2025-10-10,10,35,1,2472.21,2472.21
332,2026-05-16,2,19,1,6537.33,$ 6537.33
333,2026-01-05,11,30,3,14831.71,44495.13
334,2025-10-18,5,10,2,2452.05,4904.10
335,2025-10-14,9,14,1,7470.01,7470.01
336,2026-03-25,5,39,1,1869.40,1869.40
337,2026-01-26,8,33,1,3402.68,3402.68
338,2025-10-31,8,29,12,9847.03,118164.36
339,2026-04-16,5,29,1,9851.43,9851.43
340,2026-03-28,10,999,1,1072.92,$ 1072.92
341,2026-02-25,9,10,6,2525.43,$ 15152.58
342,12/12/2025,11,21,2,3083.39,6166.78
343,2026-06-13,11,24,2,1480.00,2960.00
344,2026-07-26,9,23,2,4346.91,8693.82
345,2026-02-05,9,40,1,4149.74,4149.74
346,2025-11-08,8,6,2,1063.33,2126.66
347,2026-06-08,6,10,1,2532.21,2532.21
348,2025-11-07,9,3,2,3891.43,7782.86
349,2025-09-10,1,30,1,16073.15,16073.15
350,2025-10-01,5,26,6,3822.75,22936.50
351,2026-01-04,8,30,2,16478.03,32956.06
352,2025-12-07,2,29,6,9804.90,58829.40
353,2025-10-14,6,38,1,3469.52,3469.52
354,29/07/2026,,26,2,3762.09,7524.18
355,03/02/2026,10,5,6,1445.64,8673.84
356,2026-04-11,6,15,4,2229.43,8917.72
357,2025-11-11,3,32,6,18179.45,109076.70
358,05/11/2025,12,1,3,4748.72,14246.16
359,20/4/2026,2,27,2,4049.01,8098.02
360,2026-05-18,5,10,4,2421.48,9685.92
361,2025-12-16,1,5,3,1414.91,4244.73
362,22/9/2025,1,13,2,2962.17,5924.34
363,2026-03-14,8,26,1,3682.16,3682.16
364,2026-04-10,4,2,3,1426.90,4280.70
365,20/07/2026,5,37,2,1958.50,3917.00
366,2025-12-13,9,8,4,5597.30,22389.20
367,2025-09-17,2,2,12,1274.18,15290.16
368,2025-11-14,1,10,1,2313.55,$ 2313.55
369,15/04/2026,11,34,1,5939.45,5939.45
370,2025-11-12,3,15,1,2147.92,2147.92
371,2026-07-14,3,1,12,5196.75,62361.00
372,2026-05-24,3,38,1,3338.45,3338.45
373,2026-08-24,,7,6,2658.19,15949.14
374,2025-12-18,11,39,4,1800.54,7202.16
375,2026-02-26,6,22,1,2640.07,2640.07
376,14/03/2026,10,2,12,1414.63,16975.56
377,2026-08-19,12,14,1,7133.74,7133.74
378,14/07/2026,1,5,1,1598.34,1598.34
379,2026-05-08,3,23,3,4123.06,12369.18
380,2026-04-18,6,1,1,4719.94,4719.94
381,03/12/2025,,999,2,1003.50,2007.00
382,2026-06-01,9,23,2,4058.00,8116.00
383,2026-01-24,11,19,2,5967.26,11934.52
384,2026-01-28,8,18,12,3024.86,36298.32
385,2026-04-03,12,3,2,3876.23,7752.46
386,2025-11-16,2,14,12,6842.77,$ 82113.24
387,2026-03-08,6,4,3,2242.39,6727.17
388,2025-11-01,5,6,1,987.14,987.14
389,04/03/2026,7,4,2,2214.37,4428.74
390,2026-05-10,7,7,1,3000.91,3000.91
391,2026-05-03,1,36,1,3658.48,3658.48
392,2026-06-03,11,4,12,2333.36,28000.32
393,14/06/2026,99,2,2,1369.77,2739.54
394,2026-07-13,5,35,1,2326.52,2326.52
395,23/07/2026,9,1,4,4651.12,18604.48
396,2025-10-02,7,9,3,2015.91,6047.73
397,12/05/2026,7,38,1,3588.69,3588.69
398,09/01/2026,8,9,4,1901.77,7607.08
399,2025-09-04,8,8,2,5370.94,10741.88
400,2025-10-15,4,3,6,4031.81,24190.86
401,13/05/2026,10,39,4,1682.27,6729.08
402,2026-06-01,1,18,1,3148.38,3148.38
403,13/04/2026,4,38,4,3620.94,14483.76
404,2026-04-05,2,32,3,16903.79,50711.37
405,2025-11-07,11,999,1,1020.93,1020.93
406,2026-05-28,6,2,3,1334.14,4002.42
407,2026-01-08,4,39,1,1618.91,1618.91
408,2026-03-07,12,28,1,13738.48,13738.48
409,2026-03-26,7,7,2,3015.53,6031.06
410,22/08/2026,11,27,1,4217.01,4217.01
411,2026-05-07,3,20,12,751.82,9021.84
412,2026-07-29,2,37,1,1887.37,1887.37
413,2025-09-09,1,35,1,2635.44,2635.44
414,22/02/2026,2,18,1,3004.98,3004.98
415,2026-07-14,2,36,2,3679.00,7358.00
416,2026-06-22,6,20,4,821.83,3287.32
417,18/07/2026,5,15,1,2252.94,2252.94
418,2026-01-31,5,29,1,10211.88,10211.88
419,23/04/2026,5,19,2,5829.25,11658.50
420,2026-08-23,7,7,2,3014.98,6029.96
421,05/10/2025,2,30,2,14928.00,29856.00
422,24/09/2025,,7,4,2741.12,10964.48
423,2026-06-06,10,24,1,1570.56,1570.56
424,2026-02-08,4,16,4,15408.52,61634.08
425,06/03/2026,7,27,12,4342.90,52114.80
426,2026-06-08,7,23,2,4280.78,8561.56
427,2026-02-28,6,40,6,4131.86,24791.16
428,2026-02-12,8,39,2,1726.39,3452.78
429,2026-01-26,2,22,12,2689.51,32274.12
430,2025-12-30,6,38,1,3555.27,3555.27
431,2025-09-26,3,1,2,4823.93,9647.86
432,31/10/2025,11,40,1,3975.01,3975.01
433,15/04/2026,7,23,1,4256.22,4256.22
434,2026-06-25,2,19,2,6549.83,13099.66
435,2026-03-18,8,8,1,5350.27,5350.27
436,2025-11-22,1,35,3,2425.15,7275.45
437,2025-11-23,10,40,2,4328.69,8657.38
438,2026-04-09,9,20,12,785.66,9427.92
439,2026-04-07,6,5,3,1622.45,4867.35
440,26/5/2026,7,38,12,3572.98,$ 42875.76
441,2026-08-20,9,27,2,4236.16,8472.32
442,27/11/2025,11,21,2,3317.06,6634.12
443,2026-07-10,7,40,1,4500.13,4500.13
444,2026-03-11,11,3,1,3846.37,3846.37
445,26/07/2026,2,26,3,4080.72,12242.16
446,2026-07-06,4,19,2,6199.46,12398.92
447,2026-06-22,6,35,6,2493.09,14958.54
448,2026-08-10,99,8,6,5583.60,33501.60
449,06/10/2025,7,5,12,1441.63,17299.56
450,2026-07-17,1,18,2,2851.55,5703.10
451,2026-05-08,1,35,1,2505.56,2505.56
452,2026-06-04,9,14,4,6705.60,$ 26822.40
453,13/05/2026,2,14,3,6584.27,19752.81
454,10/09/2025,5,15,1,2075.38,2075.38
455,14/02/2026,4,3,6,4267.81,25606.86
456,26/08/2026,11,27,1,4258.74,4258.74
457,2026-08-16,10,1,3,5146.21,15438.63
458,2026-01-02,9,39,12,1649.64,19795.68
459,2026-03-12,3,1,2,5239.84,10479.68
460,2026-01-01,6,36,12,3567.84,42814.08
461,2026-06-23,3,33,1,3286.98,3286.98
462,2026-06-25,10,4,12,2159.43,25913.16
463,2025-10-07,7,31,12,6513.52,78162.24
464,2026-08-01,12,23,1,4156.57,4156.57
465,2025-10-16,1,2,4,1345.14,5380.56
466,31/12/2025,6,16,1,13961.07,13961.07
467,2026-08-23,5,23,1,3884.63,3884.63
468,06/06/2026,2,39,1,1729.97,1729.97
469,2026-04-18,1,2,3,1432.79,4298.37
470,16/12/2025,11,19,1,6206.28,6206.28
471,2026-05-30,7,20,12,792.42,9509.04
472,2026-01-20,4,12,3,1274.30,3822.90
473,2026-01-05,99,28,3,13595.19,40785.57
474,2026-03-24,,25,12,2663.17,31958.04
475,28/05/2026,1,39,2,1660.18,3320.36
476,2026-06-22,4,33,1,3179.09,3179.09
477,2026-06-28,6,32,12,17421.78,209061.36
478,07/07/2026,3,12,1,1409.46,1409.46
479,09/08/2026,4,1,1,5047.39,5047.39
480,2025-11-03,1,35,2,2389.13,4778.26
481,24/5/2026,9,25,6,2730.60,16383.60
482,2026-06-20,12,16,2,14275.65,28551.30
483,2026-07-30,3,36,12,3693.51,44322.12
484,21/04/2026,2,15,1,2124.46,2124.46
485,2025-10-15,10,18,1,2846.16,2846.16
486,2026-08-19,,32,6,17579.95,105479.70
487,17/03/2026,6,4,1,2257.71,2257.71
488,2025-09-20,,38,3,3425.08,10275.24
489,2025-09-19,6,29,4,9452.69,37810.76
490,2026-08-04,5,7,2,2762.42,5524.84
491,2025-10-21,9,36,3,3936.24,11808.72
492,2026-08-19,1,16,6,15615.66,93693.96
493,2026-05-30,6,12,3,1315.30,3945.90
494,2025-11-30,10,33,4,2964.77,11859.08
495,25/08/2026,4,25,2,2798.90,5597.80
496,03/09/2025,9,6,1,1078.34,1078.34
497,2026-04-20,1,22,3,2433.58,7300.74
498,2026-05-24,9,35,6,2335.79,14014.74
499,29/6/2026,11,37,1,2044.16,2044.16
500,2025-09-18,2,10,2,2475.75,4951.50
501,17/10/2025,12,31,1,6117.43,6117.43
502,21/09/2025,10,33,1,3174.00,3174.00
503,2025-09-04,9,36,2,3914.65,7829.30
504,2025-10-11,4,35,4,2546.29,10185.16
505,19/4/2026,5,10,1,2526.32,2526.32
506,2025-12-07,2,29,1,10294.74,10294.74
507,27/11/2025,6,23,1,4215.15,4215.15
508,2026-08-03,1,30,1,15918.71,15918.71
509,2025-12-04,2,29,3,10378.82,31136.46
510,2025-09-26,9,22,1,2566.87,2566.87
511,2026-05-18,10,33,6,3056.40,18338.40
512,2025-10-08,3,5,1,1564.23,1564.23
513,02/01/2026,6,27,2,4442.07,8884.14
514,2026-01-12,12,14,3,7223.70,$ 21671.10
515,2026-02-08,5,13,2,3212.34,6424.68
516,26/10/2025,11,36,4,3620.27,14481.08
517,02/11/2025,9,30,3,16696.35,50089.05
518,2025-11-04,3,33,2,3266.72,6533.44
519,2026-08-18,12,40,1,4491.43,4491.43
520,03/11/2025,99,1,1,5253.44,5253.44
521,2026-01-01,99,38,1,3157.39,3157.39
522,2026-07-20,7,36,1,3579.04,3579.04
523,2026-05-03,5,22,6,2652.48,15914.88
524,23/03/2026,11,21,1,3294.26,3294.26
525,2025-11-30,6,13,6,3198.84,19193.04
526,2026-03-26,3,2,1,1358.20,1358.20
527,2026-05-02,4,34,6,6428.63,38571.78
528,2026-04-23,6,21,4,3145.53,12582.12
529,01/08/2026,9,36,12,3685.28,44223.36
530,2026-07-18,2,14,4,6782.98,27131.92
531,2026-07-16,,38,1,3419.21,3419.21
532,2026-05-04,12,5,1,1426.19,1426.19
533,2025-10-14,10,3,4,4347.30,17389.20
534,21/12/2025,8,11,1,3535.00,3535.00
535,2026-01-16,8,1,2,5075.14,10150.28
536,12/03/2026,7,24,1,1431.93,1431.93
537,21/12/2025,8,34,2,6121.88,12243.76
538,2025-12-16,6,16,1,15272.31,15272.31
539,08/12/2025,6,28,2,12283.83,24567.66
540,2025-11-25,5,23,12,4217.95,50615.40
541,2026-01-28,8,20,6,811.64,4869.84
542,2025-12-23,11,3,3,3977.23,11931.69
543,2026-02-10,12,32,4,17488.22,69952.88
544,2025-11-16,11,31,6,6548.07,39288.42
545,2025-10-08,8,30,3,15104.98,45314.94
546,2025-11-03,10,32,6,17774.83,106648.98
547,18/05/2026,10,28,12,13191.03,158292.36
548,06/10/2025,8,30,3,15981.87,47945.61
549,23/03/2026,7,5,4,1542.34,6169.36
550,2026-08-29,9,11,2,3618.56,7237.12
551,2025-12-23,8,28,1,13070.10,13070.10
552,2025-09-18,,3,3,4159.31,12477.93
553,14/10/2025,8,37,6,1852.52,11115.12
554,2026-01-10,11,33,1,3343.79,3343.79
555,2025-10-24,1,7,1,2961.10,2961.10
556,2026-07-24,9,34,2,6449.92,12899.84
